SmallerContest,ReportedResults,PDFPredict,ActualPredict,Difference,Total Difference,Total Results,,,,,,hasDup,numbUnique,percentHardMode,Date,SmallerContest,Word,ContestNumber,,NumberInHardMode,1Try,2Tries,3Tries,4Tries,5Tries,6Tries,7Tries,containsA,containsb,containsc,containsd,containse,containsf,containsg,containsh,containsi,containsj,containsk,containsl,containsm,containsn,containso,containsp,containsq,containsr,containss,containst,containsu,containsv,containsw,containsx,containsy,containsz,ProbabilityLetter1,ProbabilityLetter2,ProbabilityLetter3,ProbabilityLetter4,ProbabilityLetter5,Letter1Vowel,Letter2Vowel,Letter3Vowel,Letter4Vowel,Letter5Vowel
281,28906,0.000666736,26112.55484,2793.445155,,,,,,,,1,4,0.095205,10/14/2022,,floor,482,,2752,0,3,23,44,24,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.018384,0.062396,0.074095,0.074095,0.074652,FALSE,FALSE,TRUE,TRUE,FALSE
280,27197,0.000672615,26342.81857,854.181428,,,,,,,,0,5,0.09843,10/13/2022,,equal,481,,2677,0,5,23,35,25,11,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.102507,0.002786,0.035655,0.088579,0.062396,TRUE,FALSE,TRUE,TRUE,FALSE
279,29151,0.000678548,26575.17792,2575.822079,,,,,,,,1,4,0.101094,10/12/2022,,ionic,480,,2947,0,2,13,25,28,21,11,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.056267,0.074095,0.049025,0.056267,0.039554,TRUE,TRUE,FALSE,TRUE,FALSE
278,28575,0.000684535,26809.65283,1765.347166,,,,,,,,0,5,0.096308,10/11/2022,,valid,479,,2752,0,4,28,38,21,8,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.013928,0.088579,0.062396,0.056267,0.030084,FALSE,TRUE,FALSE,TRUE,FALSE
277,26878,0.000690576,27046.26346,168.2634583,,,,,,,,0,5,0.098742,10/10/2022,,enjoy,478,,2654,0,3,12,29,33,20,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.102507,0.049025,0.002228,0.074095,0.033983,TRUE,FALSE,FALSE,TRUE,TRUE
276,28408,0.000696673,27285.03014,1122.969857,,,,,,,,0,5,0.093917,10/9/2022,,howdy,477,,2668,0,2,13,32,32,17,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.038997,0.074095,0.016713,0.030084,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
275,26905,0.000702825,27525.97345,620.9734468,,,,,,,,0,5,0.098197,10/8/2022,,vigor,476,,2642,0,2,15,35,31,14,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.013928,0.056267,0.028412,0.074095,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
274,29026,0.000709033,27769.11414,1256.885863,,,,,,,,1,4,0.097843,10/7/2022,,dandy,475,,2840,0,2,11,23,29,24,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.030084,0.088579,0.049025,0.030084,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
273,32522,0.000715298,28014.47319,4507.526808,,,,,,,,0,5,0.091846,10/6/2022,,sloth,474,,2987,1,10,38,34,13,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.049025,0.062396,0.074095,0.072423,0.038997,FALSE,FALSE,TRUE,FALSE,FALSE
272,30935,0.00072162,28262.07181,2672.928192,,,,,,,,0,5,0.09326,10/5/2022,,marsh,473,,2885,0,9,30,35,19,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.030641,0.088579,0.074652,0.049025,0.038997,FALSE,TRUE,FALSE,FALSE,FALSE
271,32014,0.000727999,28511.93139,3502.068607,,,,,,,,0,5,0.095583,10/4/2022,,bough,472,,3060,0,3,17,35,28,13,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.01727,0.074095,0.035655,0.028412,0.038997,FALSE,TRUE,TRUE,FALSE,FALSE
270,32288,0.000734437,28764.07358,3523.926421,,,,,,,,0,5,0.091954,10/3/2022,,sting,471,,2969,1,10,30,33,18,8,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.049025,0.072423,0.056267,0.049025,0.028412,FALSE,FALSE,TRUE,FALSE,FALSE
269,30088,0.000740934,29018.52022,1069.479783,,,,,,,,0,5,0.092229,10/2/2022,,twine,470,,2775,0,6,28,40,20,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.072423,0.016713,0.056267,0.049025,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
268,28202,0.000747491,29275.29338,1073.293382,,,,,,,,1,4,0.095596,10/1/2022,,leave,469,,2696,0,4,16,34,31,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.062396,0.102507,0.088579,0.013928,0.102507,FALSE,TRUE,TRUE,FALSE,TRUE
267,31223,0.000754107,29534.41538,1688.584622,,,,,,,,0,5,0.091567,9/30/2022,,scorn,468,,2859,0,8,31,35,20,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.049025,0.039554,0.074095,0.074652,0.049025,FALSE,FALSE,TRUE,FALSE,FALSE
266,30477,0.000760783,29795.90874,681.0912634,,,,,,,,0,5,0.092824,9/29/2022,,scald,467,,2829,0,4,23,36,24,11,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.049025,0.039554,0.088579,0.062396,0.030084,FALSE,FALSE,TRUE,FALSE,FALSE
265,31355,0.000767521,30059.79622,1295.203778,,,,,,,,1,4,0.095902,9/28/2022,,usurp,466,,3007,0,3,21,38,26,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.035655,0.049025,0.035655,0.074652,0.035655,TRUE,FALSE,TRUE,FALSE,FALSE
264,30985,0.000774321,30326.10083,658.899166,,,,,,,,1,4,0.093206,9/27/2022,,soggy,465,,2888,0,2,18,38,28,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.049025,0.074095,0.028412,0.028412,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
263,31706,0.000781183,30594.84581,1111.154192,,,,,,,,0,5,0.090961,9/26/2022,,brisk,464,,2884,0,5,23,38,24,7,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.01727,0.074652,0.056267,0.049025,0.019499,FALSE,FALSE,TRUE,FALSE,FALSE
262,28994,0.000788108,30866.05462,1872.054621,,,,,,,,0,5,0.092329,9/25/2022,,admit,463,,2677,0,10,25,34,22,8,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.088579,0.030084,0.030641,0.056267,0.072423,TRUE,FALSE,FALSE,TRUE,FALSE
261,32777,0.000795096,31139.75099,1637.249007,,,,,,,,0,5,0.093877,9/24/2022,,grate,462,,3077,1,14,29,28,16,8,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.028412,0.074652,0.088579,0.072423,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
260,31509,0.000802148,31415.95889,93.0411125,,,,,,,,0,5,0.091815,9/23/2022,,glory,461,,2893,0,6,30,39,19,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.028412,0.062396,0.074095,0.074652,0.033983,FALSE,FALSE,TRUE,FALSE,TRUE
259,34455,0.000809266,31694.70252,2760.29748,,,,,,,,0,5,0.090524,9/22/2022,,saint,460,,3119,1,14,35,29,15,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.049025,0.088579,0.056267,0.049025,0.072423,FALSE,TRUE,TRUE,FALSE,FALSE
258,31976,0.000816448,31976.00635,0.00635467,,,,,,,,0,5,0.090693,9/21/2022,,recap,459,,2900,0,5,30,35,21,8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.074652,0.102507,0.039554,0.088579,0.035655,FALSE,TRUE,FALSE,TRUE,FALSE
257,31277,0.000823697,32259.89511,982.8951117,,,,,,,,0,5,0.090897,9/20/2022,,alike,458,,2843,0,6,20,33,27,12,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088579,0.062396,0.056267,0.019499,0.102507,TRUE,FALSE,TRUE,FALSE,TRUE
256,35050,0.000831012,32546.39377,2503.606232,,,,,,,,0,5,0.09786,9/19/2022,,trice,457,,3430,0,5,24,25,18,17,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.072423,0.074652,0.056267,0.039554,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
255,33102,0.000838395,32835.52756,266.4724397,,,,,,,,0,5,0.091777,9/18/2022,,stick,456,,3038,1,9,36,35,14,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.049025,0.072423,0.056267,0.039554,0.019499,FALSE,FALSE,TRUE,FALSE,FALSE
254,33418,0.000845845,33127.32199,290.6780101,,,,,,,,0,5,0.091956,9/17/2022,,chute,455,,3073,0,11,37,36,12,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.039554,0.038997,0.035655,0.072423,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
253,37309,0.000853364,33421.80282,3887.197176,,,,,,,,1,4,0.110697,9/16/2022,,parer,454,,4130,0,0,4,11,15,22,48,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.035655,0.088579,0.074652,0.102507,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
252,33344,0.000860952,33718.9961,374.9960989,,,,,,,,0,5,0.090301,9/15/2022,,doubt,453,,3011,1,12,32,34,16,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.030084,0.074095,0.035655,0.01727,0.072423,FALSE,TRUE,TRUE,FALSE,FALSE
251,32142,0.00086861,34018.92812,1876.928125,,,,,,,,0,5,0.091407,9/14/2022,,thyme,452,,2938,1,5,24,41,23,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.072423,0.038997,0.033983,0.030641,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
250,29497,0.000876339,34321.62549,4824.625487,,,,,,,,1,4,0.091738,9/13/2022,,alpha,451,,2706,0,3,19,40,28,9,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.088579,0.062396,0.035655,0.038997,0.088579,TRUE,FALSE,FALSE,FALSE,TRUE
249,29147,0.000884139,34627.11505,5480.115051,,,,,,,,1,4,0.098912,9/12/2022,,booze,450,,2883,0,1,7,27,38,23,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.01727,0.074095,0.074095,0.002786,0.102507,FALSE,TRUE,TRUE,FALSE,TRUE
248,27887,0.000892011,34935.42396,7048.423963,,,,,,,,1,4,0.095923,9/11/2022,,tibia,449,,2675,0,1,14,40,30,12,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.072423,0.056267,0.01727,0.056267,0.088579,FALSE,TRUE,FALSE,TRUE,TRUE
247,29237,0.000899956,35246.57966,6009.579658,,,,,,,,0,5,0.094982,9/10/2022,,lofty,448,,2777,0,4,19,34,27,13,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.062396,0.074095,0.018384,0.072423,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
246,32172,0.000907974,35560.60986,3388.609858,,,,,,,,1,4,0.09042,9/9/2022,,theme,447,,2909,0,8,29,40,18,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.072423,0.038997,0.102507,0.030641,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
245,31962,0.000916067,35877.54258,3915.542579,,,,,,,,1,4,0.093893,9/8/2022,,class,446,,3001,0,4,21,32,22,13,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.039554,0.062396,0.088579,0.049025,0.049025,FALSE,FALSE,TRUE,FALSE,FALSE
244,30992,0.000924234,36197.40613,5205.406133,,,,,,,,1,4,0.092701,9/7/2022,,leery,445,,2873,0,3,17,37,28,12,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.062396,0.102507,0.102507,0.074652,0.033983,FALSE,TRUE,TRUE,FALSE,TRUE
243,32734,0.000932477,36520.22913,3786.229132,,,,,,,,1,4,0.09232,9/6/2022,,taunt,444,,3022,0,4,19,27,21,16,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.072423,0.088579,0.035655,0.049025,0.072423,FALSE,TRUE,TRUE,FALSE,FALSE
242,32733,0.000940796,36846.04049,4113.040491,,,,,,,,1,4,0.090734,9/5/2022,,whoop,443,,2970,0,1,16,47,29,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.016713,0.038997,0.074095,0.074095,0.035655,FALSE,FALSE,TRUE,TRUE,FALSE
241,32018,0.000949192,37174.86943,5156.869432,,,,,,,,0,5,0.09023,9/4/2022,,inter,442,,2889,0,6,25,36,23,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.056267,0.049025,0.072423,0.102507,0.074652,TRUE,FALSE,FALSE,TRUE,FALSE
240,31191,0.000957665,37506.74549,6315.74549,,,,,,,,1,4,0.092238,9/3/2022,,gully,441,,2877,0,1,9,27,31,25,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.028412,0.035655,0.062396,0.062396,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
239,35724,0.000966218,37841.69851,2117.698512,,,,,,,,0,5,0.088148,9/2/2022,,charm,440,,3149,1,12,32,34,16,5,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.039554,0.038997,0.088579,0.074652,0.030641,FALSE,FALSE,TRUE,FALSE,FALSE
238,31903,0.00097485,38179.75866,6276.758664,,,,,,,,0,5,0.091778,9/1/2022,,fungi,439,,2928,0,2,18,41,28,9,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.018384,0.035655,0.049025,0.028412,0.056267,FALSE,TRUE,FALSE,FALSE,TRUE
237,35343,0.000983561,38520.95644,3177.956436,,,,,,,,0,5,0.089579,8/31/2022,,prize,438,,3166,0,5,12,20,32,26,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.035655,0.074652,0.056267,0.002786,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
236,33660,0.000992354,38865.32264,5205.322642,,,,,,,,0,5,0.089394,8/30/2022,,onset,437,,3009,0,4,29,40,21,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.074095,0.049025,0.049025,0.102507,0.072423,TRUE,FALSE,FALSE,TRUE,FALSE
235,34281,0.001001229,39212.88843,4931.888428,,,,,,,,0,5,0.089612,8/29/2022,,chief,436,,3072,1,6,32,38,18,5,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039554,0.038997,0.056267,0.102507,0.018384,FALSE,FALSE,TRUE,TRUE,FALSE
234,30214,0.001010186,39563.68527,9349.685273,,,,,,,,0,5,0.094857,8/28/2022,,gauze,435,,2866,0,2,11,24,31,25,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.028412,0.088579,0.035655,0.002786,0.102507,FALSE,TRUE,TRUE,FALSE,TRUE
233,31241,0.001019226,39917.74499,8676.744994,,,,,,,,1,4,0.089114,8/27/2022,,ruder,434,,2784,0,2,16,33,29,16,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.074652,0.035655,0.030084,0.102507,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
232,34716,0.00102835,40275.09975,5559.099754,,,,,,,,0,5,0.087741,8/26/2022,,irony,433,,3046,0,6,29,34,21,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0.056267,0.074652,0.074095,0.049025,0.033983,TRUE,FALSE,TRUE,FALSE,TRUE
231,36737,0.00103756,40635.78206,3898.782059,,,,,,,,0,5,0.086425,8/25/2022,,clown,432,,3175,1,8,29,36,20,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.039554,0.062396,0.074095,0.016713,0.049025,FALSE,FALSE,TRUE,FALSE,FALSE
230,33700,0.001046855,40999.82477,7299.824767,,,,,,,,1,4,0.086855,8/24/2022,,needy,431,,2927,0,2,21,41,26,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.049025,0.102507,0.102507,0.030084,0.033983,FALSE,TRUE,TRUE,FALSE,TRUE
229,33549,0.001056237,41367.26109,7818.261092,,,,,,,,0,5,0.087424,8/23/2022,,woven,430,,2933,0,2,13,32,32,17,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.016713,0.074095,0.013928,0.102507,0.049025,FALSE,TRUE,FALSE,TRUE,FALSE
228,35888,0.001065706,41738.12461,5850.124609,,,,,,,,0,5,0.087021,8/22/2022,,merit,429,,3123,0,7,33,37,17,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.030641,0.102507,0.074652,0.056267,0.072423,FALSE,TRUE,FALSE,TRUE,FALSE
227,35617,0.001075264,42112.44926,6495.449256,,,,,,,,0,5,0.089452,8/21/2022,,waste,428,,3186,1,7,19,27,24,17,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.016713,0.088579,0.049025,0.072423,0.102507,FALSE,TRUE,FALSE,FALSE,TRUE
226,38245,0.00108491,42490.26934,4245.26934,,,,,,,,1,4,0.084952,8/20/2022,,treat,427,,3249,1,22,32,26,14,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.072423,0.074652,0.102507,0.088579,0.072423,FALSE,FALSE,TRUE,TRUE,FALSE
225,33965,0.001094648,42871.61954,8906.619541,,,,,,,,0,5,0.087943,8/19/2022,,shrug,426,,2987,0,4,23,36,26,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.049025,0.038997,0.074652,0.035655,0.028412,FALSE,FALSE,FALSE,TRUE,FALSE
224,34938,0.001104476,43256.53492,8318.53492,,,,,,,,0,5,0.090789,8/18/2022,,twang,425,,3172,0,3,22,43,25,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.072423,0.016713,0.088579,0.049025,0.028412,FALSE,FALSE,TRUE,FALSE,FALSE
223,35815,0.001114396,43645.05092,7830.050917,,,,,,,,0,5,0.088594,8/17/2022,,twice,424,,3173,1,6,28,38,21,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.072423,0.016713,0.056267,0.039554,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
222,35105,0.001124409,44037.20337,8932.203365,,,,,,,,0,5,0.087936,8/16/2022,,gruel,423,,3087,0,3,19,39,29,9,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.028412,0.074652,0.035655,0.102507,0.062396,FALSE,FALSE,TRUE,TRUE,FALSE
221,35376,0.001134515,44433.02849,9057.028486,,,,,,,,0,5,0.089891,8/15/2022,,poker,422,,3180,0,4,17,30,27,17,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.035655,0.074095,0.019499,0.102507,0.074652,FALSE,TRUE,FALSE,TRUE,FALSE
220,31652,0.001144717,44832.5629,13180.5629,,,,,,,,1,4,0.09377,8/14/2022,,khaki,421,,2968,0,2,17,33,28,16,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019499,0.038997,0.088579,0.019499,0.056267,FALSE,FALSE,TRUE,FALSE,TRUE
219,35276,0.001155014,45235.84363,9959.843633,,,,,,,,0,5,0.090288,8/13/2022,,hunky,420,,3185,0,1,11,33,25,22,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.038997,0.035655,0.049025,0.019499,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
218,34198,0.001165407,45642.90812,11444.90812,,,,,,,,1,4,0.089947,8/12/2022,,label,419,,3076,0,4,18,32,29,15,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062396,0.088579,0.01727,0.102507,0.062396,FALSE,TRUE,FALSE,TRUE,FALSE
217,37301,0.001175899,46053.7942,8752.794197,,,,,,,,0,5,0.086941,8/11/2022,,glean,418,,3243,0,6,23,37,24,8,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.028412,0.062396,0.102507,0.088579,0.049025,FALSE,FALSE,TRUE,TRUE,FALSE
216,37654,0.001186488,46468.54014,8814.540138,,,,,,,,0,5,0.087959,8/10/2022,,cling,417,,3312,0,4,20,34,27,13,2,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.039554,0.062396,0.056267,0.049025,0.028412,FALSE,FALSE,TRUE,FALSE,FALSE
215,36223,0.001197178,46887.18463,10664.18463,,,,,,,,1,4,0.083345,8/9/2022,,patty,416,,3019,0,2,16,39,29,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.035655,0.088579,0.072423,0.072423,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
214,35516,0.001207967,47309.76679,11793.76679,,,,,,,,0,5,0.089734,8/8/2022,,unfit,415,,3187,0,3,24,38,25,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.035655,0.049025,0.018384,0.056267,0.072423,TRUE,FALSE,FALSE,TRUE,FALSE
213,36223,0.001218859,47736.32617,11513.32617,,,,,,,,0,5,0.088066,8/7/2022,,smear,414,,3190,0,2,16,39,29,12,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.049025,0.030641,0.102507,0.088579,0.074652,FALSE,FALSE,TRUE,TRUE,FALSE
212,38841,0.001229853,48166.90277,9325.902766,,,,,,,,0,5,0.087408,8/6/2022,,alien,413,,3395,3,17,31,29,15,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.088579,0.062396,0.056267,0.102507,0.049025,TRUE,FALSE,TRUE,TRUE,FALSE
211,37350,0.00124095,48601.53702,11251.53702,,,,,,,,1,4,0.09178,8/5/2022,,buggy,412,,3428,0,1,9,29,34,22,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.01727,0.035655,0.028412,0.028412,0.033983,FALSE,TRUE,FALSE,FALSE,TRUE
210,37229,0.001252153,49040.26983,11811.26983,,,,,,,,0,5,0.089608,8/4/2022,,rhyme,411,,3336,0,4,22,39,25,8,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.074652,0.038997,0.033983,0.030641,0.102507,FALSE,FALSE,TRUE,FALSE,TRUE
209,38381,0.001263461,49483.14255,11102.14255,,,,,,,,0,5,0.086684,8/3/2022,,youth,410,,3327,1,5,17,31,29,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.033983,0.074095,0.035655,0.072423,0.038997,TRUE,TRUE,TRUE,FALSE,FALSE
208,34909,0.001274875,49930.19698,15021.19698,,,,,,,,1,4,0.096823,8/2/2022,,coyly,409,,3380,0,0,4,17,28,35,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.039554,0.074095,0.033983,0.062396,0.033983,FALSE,TRUE,TRUE,FALSE,TRUE
207,36662,0.001286398,50381.47543,13719.47543,,,,,,,,0,5,0.090093,8/1/2022,,quart,408,,3303,0,5,20,33,27,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.002786,0.035655,0.088579,0.074652,0.072423,FALSE,TRUE,TRUE,FALSE,FALSE
206,39250,0.001298029,50837.02066,11587.02066,,,,,,,,0,5,0.085834,7/31/2022,,cramp,407,,3369,1,8,26,33,19,10,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.039554,0.074652,0.088579,0.030641,0.035655,FALSE,FALSE,TRUE,FALSE,FALSE
205,37353,0.001309771,51296.87592,13943.87592,,,,,,,,1,4,0.084893,7/30/2022,,bluff,406,,3171,0,2,14,42,31,10,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01727,0.062396,0.035655,0.018384,0.018384,FALSE,FALSE,TRUE,FALSE,FALSE
204,37791,0.001321624,51761.08494,13970.08494,,,,,,,,0,5,0.08502,7/29/2022,,upset,405,,3213,0,5,30,38,20,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.035655,0.035655,0.049025,0.102507,0.072423,TRUE,FALSE,FALSE,TRUE,FALSE
203,40650,0.001333589,52229.69197,11579.69197,,,,,,,,0,5,0.085855,7/28/2022,,stomp,404,,3490,0,7,26,32,21,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0.049025,0.072423,0.074095,0.030641,0.035655,FALSE,FALSE,TRUE,FALSE,FALSE
